val_loss,val_acc,epoch,step,train_loss,trai_acc
0.39239779114723206,0.8205714225769043,64,31849,,
,,64,31849,0.38837218284606934,0.8223791718482971
0.3869556188583374,0.8219903111457825,65,32339,,
,,65,32339,0.3856673836708069,0.8224896192550659
0.39028242230415344,0.819952130317688,66,32829,,
,,66,32829,0.38603511452674866,0.8221187591552734
0.3861391842365265,0.8223236799240112,67,33319,,
,,67,33319,0.3863522410392761,0.8219226002693176
0.3822278380393982,0.8219524621963501,68,33809,,
,,68,33809,0.384406179189682,0.822701632976532
0.3855594992637634,0.819990336894989,69,34299,,
,,69,34299,0.3851349949836731,0.8222445249557495
0.3821432590484619,0.8216478824615479,70,34789,,
,,70,34789,0.3875157833099365,0.8222038149833679
0.3847883939743042,0.8213523030281067,71,35279,,
,,71,35279,0.3822237253189087,0.8227997422218323
0.38414981961250305,0.8210379481315613,72,35769,,
,,72,35769,0.38270965218544006,0.8228204846382141
0.3828120231628418,0.8208284974098206,73,36259,,
,,73,36259,0.3843304514884949,0.8222695589065552
0.38489824533462524,0.8206190466880798,74,36749,,
,,74,36749,0.38294872641563416,0.8225510120391846
0.39397382736206055,0.8211239576339722,75,37239,,
,,75,37239,0.4068136513233185,0.817746639251709
0.3860194683074951,0.8223429918289185,76,37729,,
,,76,37729,0.3889840245246887,0.8229672312736511
0.390249103307724,0.8216854333877563,77,38219,,
,,77,38219,0.3836250305175781,0.8235344290733337
0.3818608820438385,0.8223238587379456,78,38709,,
,,78,38709,0.38266754150390625,0.8237301707267761
0.3868403434753418,0.8200283646583557,79,39199,,
,,79,39199,0.3802339434623718,0.823502242565155
0.3849463164806366,0.8214000463485718,80,39689,,
,,80,39689,0.38090357184410095,0.8230817317962646
0.3794421851634979,0.8223620057106018,81,40179,,
,,81,40179,0.381344735622406,0.8228939175605774
0.38005414605140686,0.8217333555221558,82,40669,,
,,82,40669,0.3785330057144165,0.8232613801956177
0.3828083872795105,0.821133553981781,83,41159,,
,,83,41159,0.3786545395851135,0.8231055736541748
0.37880197167396545,0.8223618865013123,84,41649,,
,,84,41649,0.3862927258014679,0.8223631381988525
0.37958499789237976,0.821952760219574,85,42139,,
,,85,42139,0.3792448937892914,0.8230735063552856
0.378511905670166,0.8221715688705444,86,42629,,
,,86,42629,0.3781920075416565,0.8229345679283142
0.38121792674064636,0.821780800819397,87,43119,,
,,87,43119,0.3785713016986847,0.823358952999115
0.3766666054725647,0.823142945766449,88,43609,,
,,88,43609,0.37714627385139465,0.8231958150863647
0.3769356310367584,0.8219522833824158,89,44099,,
,,89,44099,0.37713268399238586,0.8234531283378601
0.3782757520675659,0.8225902915000916,90,44589,,
,,90,44589,0.3769514858722687,0.8232244253158569
0.3776993751525879,0.8215999007225037,91,45079,,
,,91,45079,0.3857424259185791,0.8203344345092773
0.3763960301876068,0.8217997550964355,92,45569,,
,,92,45569,0.3752821683883667,0.8236081600189209
0.3796117603778839,0.8227522373199463,93,46059,,
,,93,46059,0.3747420012950897,0.8235347867012024
0.3768840432167053,0.8208954334259033,94,46549,,
,,94,46549,0.37427037954330444,0.823918342590332
0.37390702962875366,0.8216763138771057,95,47039,,
,,95,47039,0.3751261830329895,0.8238650560379028
0.38028696179389954,0.8222382068634033,96,47529,,
,,96,47529,0.37325790524482727,0.8237628936767578
0.37523573637008667,0.821523904800415,97,48019,,
,,97,48019,0.3736238181591034,0.8237753510475159
0.37310031056404114,0.8243141770362854,98,48509,,
,,98,48509,0.3734027147293091,0.8239750266075134
0.3832823634147644,0.8208950161933899,99,48999,,
,,99,48999,0.3720594048500061,0.8242127895355225
0.3707260489463806,0.823647677898407,100,49489,,
,,100,49489,0.37116697430610657,0.8241385817527771
0.3729263246059418,0.823933482170105,101,49979,,
,,101,49979,0.370632529258728,0.8239673972129822
0.36954405903816223,0.8249239921569824,102,50469,,
,,102,50469,0.3694455623626709,0.8243999481201172
0.3691069483757019,0.8233621716499329,103,50959,,
,,103,50959,0.3699256479740143,0.8247103691101074
0.3679342269897461,0.8238378167152405,104,51449,,
,,104,51449,0.3682961165904999,0.8248039484024048
0.37347668409347534,0.8219524621963501,105,51939,,
,,105,51939,0.3676590919494629,0.8247188925743103
0.3653825521469116,0.8234478235244751,106,52429,,
,,106,52429,0.3676261305809021,0.8247550129890442
0.3672585189342499,0.8228287100791931,107,52919,,
,,107,52919,0.3666521906852722,0.8253224492073059
0.3656957447528839,0.8236569762229919,108,53409,,
,,108,53409,0.3666355311870575,0.8249508142471313
0.3713820278644562,0.8234379887580872,109,53899,,
,,109,53899,0.36609765887260437,0.8255429863929749
0.36945298314094543,0.8226286172866821,110,54389,,
,,110,54389,0.3656141459941864,0.825204074382782
0.3698999881744385,0.8240474462509155,111,54879,,
,,111,54879,0.36464086174964905,0.8249266743659973
0.3656318783760071,0.8247237801551819,112,55369,,
,,112,55369,0.3640938401222229,0.8260449767112732
0.3637974262237549,0.8246665000915527,113,55859,,
,,113,55859,0.3639175295829773,0.8256657123565674
0.36421576142311096,0.8266952037811279,114,56349,,
,,114,56349,0.3621029555797577,0.8264860510826111
0.3717009723186493,0.8278763890266418,115,56839,,
,,115,56839,0.36311227083206177,0.8263673186302185
0.36379241943359375,0.8242380023002625,116,57329,,
,,116,57329,0.36178699135780334,0.8269389867782593
0.3632614314556122,0.8252190947532654,117,57819,,
,,117,57819,0.3608834445476532,0.8269796967506409
0.36079296469688416,0.8257054686546326,118,58309,,
,,118,58309,0.3614213466644287,0.827122688293457
0.3586233854293823,0.8266568779945374,119,58799,,
,,119,58799,0.3601926863193512,0.8268977403640747
0.36794665455818176,0.8236953020095825,120,59289,,
,,120,59289,0.36221200227737427,0.8266084790229797
0.366421103477478,0.8260190486907959,121,59779,,
,,121,59779,0.3600753843784332,0.8276203870773315
0.36382800340652466,0.8265713453292847,122,60269,,
,,122,60269,0.35929441452026367,0.827535092830658
0.3586544692516327,0.8270189762115479,123,60759,,
,,123,60759,0.3592148721218109,0.8284571170806885
0.35691437125205994,0.8295236229896545,124,61249,,
,,124,61249,0.35839852690696716,0.8287384510040283
0.35750696063041687,0.8287811279296875,125,61739,,
,,125,61739,0.3573121726512909,0.8290899991989136
0.36815762519836426,0.8279998898506165,126,62229,,
,,126,62229,0.3583740293979645,0.8288524150848389
0.3645007312297821,0.8292475938796997,127,62719,,
,,127,62719,0.358058363199234,0.8284119963645935
0.36011308431625366,0.8297427296638489,128,63209,,
,,128,63209,0.3629891276359558,0.8265348076820374
0.35706913471221924,0.8295905590057373,129,63699,,
,,129,63699,0.3570381999015808,0.8290814757347107
0.35624057054519653,0.8285050392150879,130,64189,,
,,130,64189,0.3560439944267273,0.8293668627738953
0.3623259663581848,0.8269999027252197,131,64679,,
,,131,64679,0.3551498353481293,0.8298946022987366
0.3568580746650696,0.8276761770248413,132,65169,,
,,132,65169,0.35469213128089905,0.8301348090171814
0.35429275035858154,0.8290284872055054,133,65659,,
,,133,65659,0.354918897151947,0.8304078578948975
0.355362206697464,0.8309902548789978,134,66149,,
,,134,66149,0.35364338755607605,0.8305996656417847
0.35683587193489075,0.8293809294700623,135,66639,,
,,135,66639,0.35312530398368835,0.8305303454399109
0.3544684052467346,0.8310478329658508,136,67129,,
,,136,67129,0.3529565930366516,0.8311066627502441
0.35917481780052185,0.8304860591888428,137,67619,,
,,137,67619,0.352809339761734,0.8314985036849976
0.366219162940979,0.8297902941703796,138,68109,,
,,138,68109,0.35227954387664795,0.8317999839782715
0.3553561568260193,0.8308950662612915,139,68599,,
,,139,68599,0.3526979088783264,0.8314611911773682
0.3569996654987335,0.8294097185134888,140,69089,,
,,140,69089,0.3525112271308899,0.8314733505249023
0.3522112965583801,0.832295298576355,141,69579,,
,,141,69579,0.35034167766571045,0.8321061134338379
0.35260334610939026,0.8313809633255005,142,70069,,
,,142,70069,0.3506210148334503,0.8321799039840698
0.35528138279914856,0.8299234509468079,143,70559,,
,,143,70559,0.35023775696754456,0.8322778940200806
0.3526870012283325,0.8326285481452942,144,71049,,
,,144,71049,0.3503626883029938,0.8324613571166992
0.3498084843158722,0.8328858017921448,145,71539,,
,,145,71539,0.34868404269218445,0.8331996202468872
0.35152050852775574,0.8300663232803345,146,72029,,
,,146,72029,0.3480180501937866,0.8331061601638794
0.34946104884147644,0.8316665887832642,147,72519,,
,,147,72519,0.34864097833633423,0.8333184719085693
0.35269731283187866,0.8303808569908142,148,73009,,
,,148,73009,0.3480417728424072,0.8329669237136841
0.3488197922706604,0.8328954577445984,149,73499,,
,,149,73499,0.3480373024940491,0.8332045078277588
0.3527643382549286,0.8323618769645691,150,73989,,
,,150,73989,0.34645211696624756,0.8336737155914307
0.35522952675819397,0.8331143856048584,151,74479,,
,,151,74479,0.3471142649650574,0.8336654305458069
0.3512382209300995,0.8307429552078247,152,74969,,
,,152,74969,0.34577125310897827,0.83348548412323
0.35262978076934814,0.8339618444442749,153,75459,,
,,153,75459,0.3451673686504364,0.8339876532554626
0.3511061668395996,0.8316857218742371,154,75949,,
,,154,75949,0.34479236602783203,0.8343753814697266
0.35157185792922974,0.8312380313873291,155,76439,,
,,155,76439,0.344441682100296,0.8343997001647949
0.3472122251987457,0.8326668739318848,156,76929,,
,,156,76929,0.34435683488845825,0.8345307111740112
0.34334835410118103,0.8332381844520569,157,77419,,
,,157,77419,0.34418168663978577,0.8347998857498169
0.3469385504722595,0.8335047364234924,158,77909,,
,,158,77909,0.34348660707473755,0.8349228501319885
0.34718000888824463,0.8311618566513062,159,78399,,
,,159,78399,0.34242382645606995,0.8352736234664917
0.34951791167259216,0.8329336047172546,160,78889,,
,,160,78889,0.3429282605648041,0.8353552222251892
0.34693077206611633,0.8341143727302551,161,79379,,
,,161,79379,0.3425293266773224,0.8353346586227417
0.3436361849308014,0.8344285488128662,162,79869,,
,,162,79869,0.34162238240242004,0.8356485366821289
0.3535085916519165,0.8335141539573669,163,80359,,
,,163,80359,0.34149378538131714,0.835685670375824
0.3492608964443207,0.8326287269592285,164,80849,,
,,164,80849,0.34072744846343994,0.8360123038291931
0.3421439826488495,0.8360092043876648,165,81339,,
,,165,81339,0.3402385711669922,0.8362616896629333
0.34503138065338135,0.8365429043769836,166,81829,,
,,166,81829,0.3427307903766632,0.8354291915893555
0.348384290933609,0.8358191847801208,167,82319,,
,,167,82319,0.3416532874107361,0.8354780077934265
0.34808534383773804,0.8320095539093018,168,82809,,
,,168,82809,0.3418472111225128,0.8356614112854004
0.34764334559440613,0.8339906930923462,169,83299,,
,,169,83299,0.3399433195590973,0.8359715342521667
0.34081536531448364,0.8358667492866516,170,83789,,
,,170,83789,0.3403778672218323,0.8360854387283325
0.3399752378463745,0.8364095687866211,171,84279,,
,,171,84279,0.33874568343162537,0.8367229104042053
0.34069743752479553,0.8368381857872009,172,84769,,
,,172,84769,0.3388966917991638,0.8366366624832153
0.34137633442878723,0.8361047506332397,173,85259,,
,,173,85259,0.33786699175834656,0.8370324373245239
0.34294548630714417,0.8351622819900513,174,85749,,
,,174,85749,0.3376375436782837,0.8370693325996399
0.3403390645980835,0.8371617197990417,175,86239,,
,,175,86239,0.33735546469688416,0.8372039794921875
0.3450544774532318,0.8353333473205566,176,86729,,
,,176,86729,0.3370888829231262,0.8378122448921204
0.3399448096752167,0.8375047445297241,177,87219,,
,,177,87219,0.33586394786834717,0.8379676938056946
0.3436761200428009,0.8361048102378845,178,87709,,
,,178,87709,0.336739718914032,0.8376036882400513
0.3433145582675934,0.8355050086975098,179,88199,,
,,179,88199,0.3356311321258545,0.8379711508750916
0.34466633200645447,0.8359047770500183,180,88689,,
,,180,88689,0.33545392751693726,0.8382575511932373
0.33685192465782166,0.8378094434738159,181,89179,,
,,181,89179,0.33540311455726624,0.8383592367172241
0.33674564957618713,0.8379049301147461,182,89669,,
,,182,89669,0.3375474810600281,0.8378410339355469
0.3453580141067505,0.8350287675857544,183,90159,,
,,183,90159,0.3350275754928589,0.8381468653678894
0.3382852077484131,0.8365429639816284,184,90649,,
,,184,90649,0.3355659246444702,0.8380531668663025
0.33666688203811646,0.8382474780082703,185,91139,,
,,185,91139,0.3339080512523651,0.8389188647270203
0.3367536962032318,0.8379334807395935,186,91629,,
,,186,91629,0.33463746309280396,0.8386366367340088
0.33707723021507263,0.8377524018287659,187,92119,,
,,187,92119,0.3334372341632843,0.8386817574501038
0.3358709216117859,0.8390572667121887,188,92609,,
,,188,92609,0.33399516344070435,0.8389919996261597
0.3460191488265991,0.8345810174942017,189,93099,,
,,189,93099,0.3329923152923584,0.8389222621917725
0.33855336904525757,0.838933527469635,190,93589,,
,,190,93589,0.333944708108902,0.8391427993774414
0.3368234634399414,0.8372097015380859,191,94079,,
,,191,94079,0.3330148756504059,0.8392530083656311
0.34174224734306335,0.838628888130188,192,94569,,
,,192,94569,0.3322572112083435,0.8396005034446716
0.33770492672920227,0.8382095694541931,193,95059,,
,,193,95059,0.33312323689460754,0.83953458070755
0.3440183699131012,0.8373809456825256,194,95549,,
,,194,95549,0.33238857984542847,0.8395179510116577
0.33254677057266235,0.8390570878982544,195,96039,,
,,195,96039,0.33166229724884033,0.83974689245224
0.3388972878456116,0.8382191061973572,196,96529,,
,,196,96529,0.3312225043773651,0.8395266532897949
0.33353686332702637,0.8389144539833069,197,97019,,
,,197,97019,0.33246663212776184,0.839649498462677
0.3410894274711609,0.8387048840522766,198,97509,,
,,198,97509,0.3312585949897766,0.8402243256568909
0.33443379402160645,0.8407144546508789,199,97999,,
,,199,97999,0.3318102955818176,0.8398532867431641
0.3470425605773926,0.8384285569190979,200,98489,,
,,200,98489,0.3301311135292053,0.8405057191848755
0.33269527554512024,0.8404386043548584,201,98979,,
,,201,98979,0.3304375410079956,0.840600311756134
0.3337511420249939,0.8373809456825256,202,99469,,
,,202,99469,0.32908231019973755,0.840592086315155
0.3355241119861603,0.8392378091812134,203,99959,,
,,203,99959,0.32939544320106506,0.8406533002853394
0.3355059027671814,0.8393526077270508,204,100449,,
,,204,100449,0.3296533524990082,0.8410816192626953
0.33157920837402344,0.8396192193031311,205,100939,,
,,205,100939,0.3302932381629944,0.8402039408683777
0.33285975456237793,0.8408949971199036,206,101429,,
,,206,101429,0.3326560854911804,0.8401473164558411
0.33967024087905884,0.8378380537033081,207,101919,,
,,207,101919,0.3287590742111206,0.8409870862960815
0.32935020327568054,0.8412572741508484,208,102409,,
,,208,102409,0.3293135464191437,0.8410612344741821
0.333369642496109,0.8391140103340149,209,102899,,
,,209,102899,0.32826870679855347,0.8417218327522278
0.3358757197856903,0.8369905352592468,210,103389,,
,,210,103389,0.32791513204574585,0.8417014479637146
0.3296358287334442,0.8396668434143066,211,103879,,
,,211,103879,0.32910850644111633,0.841102123260498
0.3387210965156555,0.8403617739677429,212,104369,,
,,212,104369,0.3273630142211914,0.8414411544799805
0.33193039894104004,0.8396665453910828,213,104859,,
,,213,104859,0.327145516872406,0.8419754505157471
0.32856518030166626,0.8400092124938965,214,105349,,
,,214,105349,0.32739129662513733,0.8419750332832336
0.3282601535320282,0.8403617143630981,215,105839,,
,,215,105839,0.32692068815231323,0.8417227864265442
0.33073827624320984,0.8399810194969177,216,106329,,
,,216,106329,0.32702311873435974,0.8417550325393677
0.3350624442100525,0.8407142758369446,217,106819,,
,,217,106819,0.3271900415420532,0.8417179584503174
0.32788142561912537,0.8422759771347046,218,107309,,
,,218,107309,0.3264869749546051,0.8418328166007996
0.3326265811920166,0.8394099473953247,219,107799,,
,,219,107799,0.32711681723594666,0.8416124582290649
0.33160269260406494,0.8379045724868774,220,108289,,
,,220,108289,0.3258156180381775,0.842302143573761
0.32848218083381653,0.8396188616752625,221,108779,,
,,221,108779,0.3258146643638611,0.8420244455337524
0.33070290088653564,0.841552197933197,222,109269,,
,,222,109269,0.32582569122314453,0.8424533009529114
0.3273720145225525,0.8417714834213257,223,109759,,
,,223,109759,0.32470542192459106,0.8426000475883484
0.33140572905540466,0.839981198310852,224,110249,,
,,224,110249,0.32410770654678345,0.8427954912185669
0.3337680697441101,0.8390953540802002,225,110739,,
,,225,110739,0.3251800537109375,0.8421757817268372
0.32678598165512085,0.8413330316543579,226,111229,,
,,226,111229,0.32693424820899963,0.8420451879501343
0.32762327790260315,0.8397716879844666,227,111719,,
,,227,111719,0.32391008734703064,0.8428003787994385
0.3283633291721344,0.8406000733375549,228,112209,,
,,228,112209,0.3253089189529419,0.8426164984703064
0.32550808787345886,0.8414002060890198,229,112699,,
,,229,112699,0.32321515679359436,0.8430167436599731
0.3305302560329437,0.8403903245925903,230,113189,,
,,230,113189,0.3228274881839752,0.843163251876831
0.32898634672164917,0.8397427201271057,231,113679,,
,,231,113679,0.32364484667778015,0.8427595496177673
0.3241173326969147,0.8430952429771423,232,114169,,
,,232,114169,0.32226043939590454,0.8431919813156128
0.32801711559295654,0.8406003713607788,233,114659,,
,,233,114659,0.32636207342147827,0.8420122265815735
0.32365161180496216,0.8433714509010315,234,115149,,
,,234,115149,0.32287871837615967,0.8431509137153625
0.3271098732948303,0.8414379358291626,235,115639,,
,,235,115639,0.323831707239151,0.8425183296203613
0.3230472803115845,0.8424667716026306,236,116129,,
,,236,116129,0.32333406805992126,0.8433673977851868
0.3239206373691559,0.8405426740646362,237,116619,,
,,237,116619,0.32150909304618835,0.8437834978103638
0.32290181517601013,0.8424091339111328,238,117109,,
,,238,117109,0.32126471400260925,0.8438000679016113
0.32109153270721436,0.842885434627533,239,117599,,
,,239,117599,0.32191091775894165,0.8433921337127686
0.33047792315483093,0.839199960231781,240,118089,,
,,240,118089,0.32254841923713684,0.8436205983161926
0.3220134377479553,0.8420762419700623,241,118579,,
,,241,118579,0.321671724319458,0.8434447646141052
0.323456346988678,0.8417713642120361,242,119069,,
,,242,119069,0.32159891724586487,0.8438371419906616
0.32331886887550354,0.8425332903862,243,119559,,
,,243,119559,0.3201330602169037,0.8442200422286987
0.32706138491630554,0.8397712707519531,244,120049,,
,,244,120049,0.3201425075531006,0.8440410494804382
0.3299850523471832,0.8382472395896912,245,120539,,
,,245,120539,0.3207641541957855,0.8438975811004639
0.33206143975257874,0.838733434677124,246,121029,,
,,246,121029,0.32063812017440796,0.8438857793807983
0.3288879990577698,0.8382952213287354,247,121519,,
,,247,121519,0.32132795453071594,0.8438940644264221
0.33392149209976196,0.8429809212684631,248,122009,,
,,248,122009,0.31946203112602234,0.8444369435310364
0.3225507438182831,0.8427430391311646,249,122499,,
,,249,122499,0.3209480941295624,0.843869686126709
0.32052507996559143,0.843419075012207,250,122989,,
,,250,122989,0.3178633451461792,0.8449223637580872
0.32007595896720886,0.8440287113189697,251,123479,,
,,251,123479,0.3192685544490814,0.8445919752120972
0.3194373548030853,0.8444668054580688,252,123969,,
,,252,123969,0.3186202049255371,0.8446490168571472
0.32227128744125366,0.8446951508522034,253,124459,,
,,253,124459,0.31842169165611267,0.8449752926826477
0.32384681701660156,0.8429332375526428,254,124949,,
,,254,124949,0.31765422224998474,0.8453145027160645
0.3209497034549713,0.8433524966239929,255,125439,,
,,255,125439,0.3170887529850006,0.8454732894897461
0.33376345038414,0.8430856466293335,256,125929,,
,,256,125929,0.31705939769744873,0.8453513383865356
0.31830307841300964,0.84563809633255,257,126419,,
,,257,126419,0.3163869380950928,0.8455798625946045
0.31799593567848206,0.8450571894645691,258,126909,,
,,258,126909,0.31776127219200134,0.8455832004547119
0.31710687279701233,0.8433526754379272,259,127399,,
,,259,127399,0.31748494505882263,0.8453797698020935
0.3210090100765228,0.8444379568099976,260,127889,,
,,260,127889,0.31680092215538025,0.8456894159317017
0.33159467577934265,0.842657208442688,261,128379,,
,,261,128379,0.31738391518592834,0.8452040553092957
0.31767770648002625,0.8453333377838135,262,128869,,
,,262,128869,0.3157307803630829,0.8458291888237
0.31734204292297363,0.8457331657409668,263,129359,,
,,263,129359,0.31498658657073975,0.8463546633720398
0.3175956904888153,0.8437143564224243,264,129849,,
,,264,129849,0.31487002968788147,0.8461388945579529
0.3213278353214264,0.8446860909461975,265,130339,,
,,265,130339,0.31440234184265137,0.84639573097229
0.31866732239723206,0.8430189490318298,266,130829,,
,,266,130829,0.3143831789493561,0.8467957377433777
0.3144582211971283,0.8446666598320007,267,131319,,
,,267,131319,0.31736043095588684,0.8456366658210754
0.31549543142318726,0.8447237610816956,268,131809,,
,,268,131809,0.3187691569328308,0.8452614545822144
0.3140334486961365,0.8467807173728943,269,132299,,
,,269,132299,0.31397220492362976,0.8470120429992676
0.31633755564689636,0.8448570370674133,270,132789,,
,,270,132789,0.313476026058197,0.8473474383354187
0.31909069418907166,0.844828188419342,271,133279,,
,,271,133279,0.31489819288253784,0.846686065196991
0.3128710687160492,0.8478854894638062,272,133769,,
,,272,133769,0.3124370276927948,0.8474166393280029
0.3124755322933197,0.8467811346054077,273,134259,,
,,273,134259,0.31379422545433044,0.8467060923576355
0.3148607015609741,0.8440858721733093,274,134749,,
,,274,134749,0.31289348006248474,0.8473225235939026
0.31420180201530457,0.8475619554519653,275,135239,,
,,275,135239,0.31277918815612793,0.8469586372375488
0.3141326308250427,0.8452096581459045,276,135729,,
,,276,135729,0.3118383586406708,0.8478364944458008
0.3133300542831421,0.8453618884086609,277,136219,,
,,277,136219,0.31370648741722107,0.8469799160957336
0.32646462321281433,0.8441048860549927,278,136709,,
,,278,136709,0.31233689188957214,0.847097635269165
0.3106173872947693,0.8484573364257812,279,137199,,
